Jun 26 03:00:17 rx10025878 syslogd: restart
Jun 26 03:00:20 rx10025878 syslogd: restart
Jun 26 03:00:23 rx10025878 syslogd: restart
Jun 26 03:00:25 rx10025878 syslogd: restart
Jun 26 03:00:28 rx10025878 syslogd: restart
Jun 26 03:00:30 rx10025878 syslogd: restart
Jun 26 03:00:33 rx10025878 syslogd: restart
Jun 26 03:00:36 rx10025878 syslogd: restart
Jun 26 03:00:36 nto CI: INFO	logrotate.sh	/mnt/sd/statuslog.csv.0002 has 10000000 bytes => log rotation 
Jun 26 05:07:15 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 20 Idc: 0 Pdc: 1 Pac: 1 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:15 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 21 Idc: 0 Pdc: 1 Pac: 5 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:15 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 466 Idc: 0 Pdc: 2 Pac: 3 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:15 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 460 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:16 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 23 Idc: 0 Pdc: 0 Pac: 7 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:17 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 21 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:17 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 452 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:17 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 35 Idc: 0 Pdc: 1 Pac: 54 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:18 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 462 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:18 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 468 Idc: 0 Pdc: 2 Pac: 3 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:18 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 23 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:19 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 19 Idc: 0 Pdc: 2 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:19 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 453 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:20 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 28 Idc: 0 Pdc: 1 Pac: 10 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:20 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 467 Idc: 0 Pdc: 2 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:20 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 467 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:21 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 24 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:22 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 21 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:22 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 454 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:22 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 29 Idc: 0 Pdc: 0 Pac: 18 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:22 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 470 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:23 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 469 Idc: 0 Pdc: 0 Pac: 4 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:23 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 22 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:24 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 20 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:24 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 453 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:24 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 47 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:25 nto PU1: INFO	System	CLog1 500 ms: 20002 Vdc: 462 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:25 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 471 Idc: 0 Pdc: 1 Pac: 21 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:26 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 22 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:26 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 20 Idc: 0 Pdc: 1 Pac: 1 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:26 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 53 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:27 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 473 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:27 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 454 Idc: 0 Pdc: 0 Pac: 5 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:28 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 23 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:29 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 21 Idc: 0 Pdc: 3 Pac: 4 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:29 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 454 Idc: 0 Pdc: 0 Pac: 7 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:29 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 474 Idc: 0 Pdc: 1 Pac: 18 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:30 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 31 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:31 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 20 Idc: 0 Pdc: 1 Pac: 12 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:31 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 459 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:32 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 474 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:33 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 26 Idc: 0 Pdc: 0 Pac: 10 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:33 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 23 Idc: 0 Pdc: 2 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:33 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 460 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:34 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 474 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:35 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 98 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:35 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 25 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:35 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 27 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:36 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 462 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:36 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 474 Idc: 0 Pdc: 2 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:37 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 26 Idc: 0 Pdc: 0 Pac: 11 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:38 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 21 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:38 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 467 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:39 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 476 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:39 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 25 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:40 nto PU2: INFO	System	CLog1 500 ms: 20002 Vdc: 455 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:40 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 23 Idc: 0 Pdc: 3 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:41 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 474 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:43 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 22 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:43 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 479 Idc: 0 Pdc: 2 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:45 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 23 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:46 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 478 Idc: 0 Pdc: 2 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:48 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 26 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:49 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 487 Idc: 0 Pdc: 2 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:50 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 25 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:51 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 481 Idc: 0 Pdc: 0 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:53 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 27 Idc: 0 Pdc: 2 Pac: 17 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:55 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 487 Idc: 0 Pdc: 1 Pac: 14 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:56 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 123 Idc: 0 Pdc: 3 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:07:57 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 33 Idc: 0 Pdc: 1 Pac: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:08:40 nto PU3: INFO	System	CLog1 500 ms: 20002 Vdc: 509 Idc: 0 Pdc: 1 Pac: 8 IdLim: 0.00 Phi: 0.00 
Jun 26 05:09:07 nto PU1: INFO	PuMaster	Main FSM State: STARTUP 
Jun 26 05:09:07 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: readyForBackgroundMonitoring called 
Jun 26 05:09:07 nto PU1: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:09:12 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitDcContactorClosed 
Jun 26 05:09:12 nto PU1: INFO	PuMaster	Startup FSM State: RUN_DC_CONT_SELFTEST 
Jun 26 05:09:12 nto PU1: INFO	PuMaster	Startup FSM State: PRECHARGE_DC_BUS 
Jun 26 05:09:17 nto PU4: INFO	PuMaster	Main FSM State: STARTUP 
Jun 26 05:09:17 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: readyForBackgroundMonitoring called 
Jun 26 05:09:17 nto PU4: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:09:19 nto PU3: INFO	PuMaster	Main FSM State: STARTUP 
Jun 26 05:09:19 nto PU3: DEBUG	SafetyM	SafetyManagerFSM: readyForBackgroundMonitoring called 
Jun 26 05:09:19 nto PU3: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:09:22 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitDcContactorClosed 
Jun 26 05:09:22 nto PU4: INFO	PuMaster	Startup FSM State: RUN_DC_CONT_SELFTEST 
Jun 26 05:09:22 nto PU4: INFO	PuMaster	Startup FSM State: PRECHARGE_DC_BUS 
Jun 26 05:09:23 nto PU1: INFO	PuMaster	Startup FSM State: READY_TO_CLOSE_DC_CONTACTOR 
Jun 26 05:09:23 nto PU1: INFO	IuMaster	Send Cmd: CLOSE_DC_CONTACTOR to PU: 1 
Jun 26 05:09:23 nto PU1: INFO	PuMaster	Startup FSM State: CLOSE_DC_CONTACTOR 
Jun 26 05:09:24 nto PU3: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitDcContactorClosed 
Jun 26 05:09:24 nto PU3: INFO	PuMaster	Startup FSM State: RUN_DC_CONT_SELFTEST 
Jun 26 05:09:24 nto PU3: INFO	PuMaster	Startup FSM State: PRECHARGE_DC_BUS 
Jun 26 05:09:24 nto PU2: INFO	PuMaster	Main FSM State: STARTUP 
Jun 26 05:09:24 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: readyForBackgroundMonitoring called 
Jun 26 05:09:24 nto PU2: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:09:25 nto PU1: INFO	PuMaster	Startup FSM State: WAIT_AC_CONTACTOR_RELEASED 
Jun 26 05:09:25 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: setDcContactorClosingCompleted called 
Jun 26 05:09:25 nto CI: INFO	iumanager	iumanager:   INVERTER STATUS 20017   INVERTER SUBCODE 0   RunLevel 1   StatusCodePriority 107
Jun 26 05:09:25 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForGridParamtestOk 
Jun 26 05:09:25 nto PU1: INFO	System	StatusGenerator: statuscode: 109 subcodeBit: none objectId: 0 
Jun 26 05:09:26 nto PU1: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:09:26 nto CI: INFO	iumanager	iumanager:   INVERTER STATUS 20002   INVERTER SUBCODE 0   RunLevel 1   StatusCodePriority 110
Jun 26 05:09:29 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitDcContactorClosed 
Jun 26 05:09:29 nto PU2: INFO	PuMaster	Startup FSM State: RUN_DC_CONT_SELFTEST 
Jun 26 05:09:29 nto PU2: INFO	PuMaster	Startup FSM State: PRECHARGE_DC_BUS 
Jun 26 05:09:32 nto PU4: INFO	PuMaster	Startup FSM State: READY_TO_CLOSE_DC_CONTACTOR 
Jun 26 05:09:33 nto PU1: INFO	IuMaster	Send Cmd: CLOSE_DC_CONTACTOR to PU: 4 
Jun 26 05:09:33 nto PU4: INFO	PuMaster	Startup FSM State: CLOSE_DC_CONTACTOR 
Jun 26 05:09:35 nto PU4: INFO	PuMaster	Startup FSM State: WAIT_AC_CONTACTOR_RELEASED 
Jun 26 05:09:35 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: setDcContactorClosingCompleted called 
Jun 26 05:09:35 nto PU4: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForGridParamtestOk 
Jun 26 05:09:35 nto PU4: INFO	System	StatusGenerator: statuscode: 109 subcodeBit: none objectId: 0 
Jun 26 05:09:35 nto PU3: INFO	PuMaster	Startup FSM State: READY_TO_CLOSE_DC_CONTACTOR 
Jun 26 05:09:35 nto CI: INFO	iumanager	iumanager:   INVERTER STATUS 20002   INVERTER SUBCODE 4   RunLevel 1   StatusCodePriority 110
Jun 26 05:09:35 nto PU4: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:09:36 nto CI: INFO	iumanager	iumanager:   INVERTER STATUS 20002   INVERTER SUBCODE 0   RunLevel 1   StatusCodePriority 110
Jun 26 05:09:37 nto PU3: INFO	PuMaster	Startup FSM State: PRECHARGE_DELAY 
Jun 26 05:09:40 nto PU2: INFO	PuMaster	Startup FSM State: READY_TO_CLOSE_DC_CONTACTOR 
Jun 26 05:09:40 nto PU1: INFO	IuMaster	Send Cmd: CLOSE_DC_CONTACTOR to PU: 2 
Jun 26 05:09:40 nto PU2: INFO	PuMaster	Startup FSM State: CLOSE_DC_CONTACTOR 
Jun 26 05:09:42 nto PU2: INFO	PuMaster	Startup FSM State: WAIT_AC_CONTACTOR_RELEASED 
Jun 26 05:09:42 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: setDcContactorClosingCompleted called 
Jun 26 05:09:43 nto PU2: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForGridParamtestOk 
Jun 26 05:09:43 nto PU2: INFO	System	StatusGenerator: statuscode: 109 subcodeBit: none objectId: 0 
Jun 26 05:09:43 nto PU2: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:09:43 nto CI: INFO	iumanager	iumanager:   INVERTER STATUS 20002   INVERTER SUBCODE 4   RunLevel 1   StatusCodePriority 110
Jun 26 05:09:47 nto PU3: INFO	PuMaster	Startup FSM State: PRECHARGE_DC_BUS 
Jun 26 05:09:48 nto PU3: INFO	PuMaster	Startup FSM State: READY_TO_CLOSE_DC_CONTACTOR 
Jun 26 05:09:49 nto PU1: INFO	IuMaster	Send Cmd: CLOSE_DC_CONTACTOR to PU: 3 
Jun 26 05:09:49 nto PU3: INFO	PuMaster	Startup FSM State: CLOSE_DC_CONTACTOR 
Jun 26 05:09:51 nto PU3: INFO	PuMaster	Startup FSM State: WAIT_AC_CONTACTOR_RELEASED 
Jun 26 05:09:51 nto PU3: DEBUG	SafetyM	SafetyManagerFSM: setDcContactorClosingCompleted called 
Jun 26 05:09:51 nto PU3: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForGridParamtestOk 
Jun 26 05:09:51 nto PU3: INFO	System	StatusGenerator: statuscode: 109 subcodeBit: none objectId: 0 
Jun 26 05:09:51 nto PU3: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:09:54 nto PU3: INFO	System	StatusGenerator: statuscode: 217 subcodeBit: none objectId: 0 
Jun 26 05:09:54 nto PU3: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:10:02 nto CI: INFO	OSLog1	MEM: 63591632 12996608 7190212 PROC:  
Jun 26 05:11:32 nto PU4: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 569 Idc: 0 Pdc: 95 Pac: 9 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:11:32 nto PU4: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 27 tAc: 21 tDc: 23 
Jun 26 05:11:32 nto PU4: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 384 vL31: 385 f: 50.02 
Jun 26 05:11:33 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 573 Idc: 0 Pdc: 28 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:11:33 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 26 tAc: 20 tDc: 23 
Jun 26 05:11:33 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 385 f: 50.02 
Jun 26 05:11:33 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 562 Idc: 0 Pdc: 0 Pac: 6 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:11:33 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 27 tAc: 21 tDc: 23 
Jun 26 05:11:33 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 384 vL31: 385 f: 50.02 
Jun 26 05:11:33 nto PU2: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 566 Idc: 0 Pdc: 30 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:11:33 nto PU2: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 27 tAc: 21 tDc: 23 
Jun 26 05:11:33 nto PU2: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 385 vL31: 385 f: 50.02 
Jun 26 05:12:02 nto CI: INFO	statistics	statistics: write: 24 day chart jobs in 1702 ms - 70 ms/job
Jun 26 05:14:19 nto CI: INFO	statistics	statistics: write: 5 statistics jobs in 320 ms - 64 ms/job
Jun 26 05:15:02 nto CI: INFO	OSLog1	MEM: 63591632 12996608 7190212 PROC:  
Jun 26 05:16:34 nto PU4: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 610 Idc: 0 Pdc: 95 Pac: 5 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:16:34 nto PU4: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 30 tAc: 21 tDc: 23 
Jun 26 05:16:34 nto PU4: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 384 vL31: 385 f: 50.03 
Jun 26 05:16:34 nto PU1: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 618 Idc: 0 Pdc: 16 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:16:34 nto PU1: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 29 tAc: 20 tDc: 23 
Jun 26 05:16:34 nto PU1: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 384 vL31: 385 f: 50.03 
Jun 26 05:16:34 nto PU3: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 612 Idc: 0 Pdc: 0 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:16:34 nto PU3: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 30 tAc: 21 tDc: 23 
Jun 26 05:16:34 nto PU3: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 385 vL23: 384 vL31: 385 f: 50.02 
Jun 26 05:16:34 nto PU2: INFO	System	PLog1 300000 ms: 1 20002 Vdc: 612 Idc: 0 Pdc: 41 Pac: 0 Wh: 0 IdLim: 0.00 Phi: 0.00 
Jun 26 05:16:34 nto PU2: INFO	System	PLog2 300000 ms: tL1: 19 tL2: 19 tL3: 19 tCb: 29 tAc: 21 tDc: 23 
Jun 26 05:16:34 nto PU2: INFO	System	PLog3 300000 ms: iL1: 0 iL2: 0 iL3: 0 vL12: 384 vL23: 384 vL31: 385 f: 50.03 
Jun 26 05:17:56 nto PU1: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:17:58 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForAcContactorClosed 
Jun 26 05:17:58 nto PU1: INFO	PuMaster	Startup FSM State: AC_CONTACTOR_RELEASED 
Jun 26 05:17:58 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_OC_SD_SELFTEST 
Jun 26 05:18:00 nto PU2: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:18:00 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_TEMP_SENSOR_SELFTEST 
Jun 26 05:18:00 nto PU2: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:01 nto PU2: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:18:01 nto PU1: INFO	PuMaster	Startup Sub FSM State: READY_FOR_POWERTEST 
Jun 26 05:18:01 nto PU1: INFO	IuMaster	Send Cmd: START_POWERTEST to PU: 1 
Jun 26 05:18:01 nto PU1: INFO	PuMaster	Startup Sub FSM State: RUN_POWERTEST 
Jun 26 05:18:01 nto PU2: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:01 nto PU2: INFO	System	StatusGenerator: statuscode: 107 subcodeBit: none objectId: 0 
Jun 26 05:18:01 nto PU1: INFO	SafetyFeatures	Powertest Failed: VdcInit: 630.273438 VdcLimit: 614.516602 VdcEnd: 613.094910 
Jun 26 05:18:01 nto PU1: INFO	PuMaster	Startup Sub FSM State: POWERTEST_FAILED 
Jun 26 05:18:01 nto PU1: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:01 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: enterSubStateWaitForGridParamtestOk 
Jun 26 05:18:01 nto PU1: INFO	PuMaster	Startup FSM State: WAIT_AC_CONTACTOR_RELEASED 
Jun 26 05:18:01 nto PU1: DEBUG	SafetyM	SafetyManagerFSM: setDcContactorClosingCompleted called 
Jun 26 05:18:01 nto PU1: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:01 nto PU1: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
Jun 26 05:18:02 nto PU1: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: 2  objectId: 33 
Jun 26 05:18:02 nto PU1: INFO	System	StatusGenerator: statuscode: 110 subcodeBit: none objectId: 0 
